DATE,BAA10YM
2001-10-01,3.1533333333333333
2002-01-01,2.8800000000000000
2002-04-01,2.9233333333333333
2002-07-01,3.3666666666666667
2002-10-01,3.5933333333333333
2003-01-01,3.2000000000000000
2003-04-01,2.8533333333333333
2003-07-01,2.5733333333333333
2003-10-01,2.3766666666666667
2004-01-01,2.2533333333333333
2004-04-01,2.0633333333333333
2004-07-01,2.1466666666666667
2004-10-01,2.0133333333333333
2005-01-01,1.6700000000000000
2005-04-01,1.8133333333333333
2005-07-01,1.7666666666666667
2005-10-01,1.8466666666666667
2006-01-01,1.7366666666666667
2006-04-01,1.6666666666666667
2006-07-01,1.6966666666666667
2006-10-01,1.6500000000000000
2007-01-01,1.6166666666666667
2007-04-01,1.6466666666666667
2007-07-01,1.9000000000000000
2007-10-01,2.2500000000000000
2008-01-01,3.0866666666666667
2008-04-01,3.1033333333333333
2008-07-01,3.3433333333333333
2008-10-01,5.5866666666666667
2009-01-01,5.4766666666666667
2009-04-01,4.6700000000000000
2009-07-01,3.1433333333333333
2009-10-01,2.8666666666666667
2010-01-01,2.5700000000000000
2010-04-01,2.6866666666666667
2010-07-01,2.9900000000000000
2010-10-01,3.0500000000000000
2011-01-01,2.6300000000000000
2011-04-01,2.6400000000000000
2011-07-01,3.0366666666666667
2011-10-01,3.2066666666666667
2012-01-01,3.1633333333333333
2012-04-01,3.2700000000000000
2012-07-01,3.2300000000000000
2012-10-01,2.8666666666666667
2013-01-01,2.8600000000000000
2013-04-01,2.8400000000000000
2013-07-01,2.6933333333333333
2013-10-01,2.6100000000000000
2014-01-01,2.3533333333333333
2014-04-01,2.1966666666666667
2014-07-01,2.2433333333333333
2014-10-01,2.4600000000000000
2015-01-01,2.5333333333333333
2015-04-01,2.6666666666666667
2015-07-01,3.0233333333333333
2015-10-01,3.2300000000000000
2016-01-01,3.3866666666666667
2016-04-01,2.9133333333333333
2016-07-01,2.6933333333333333
2016-10-01,2.5100000000000000
2017-01-01,2.2166666666666667
2017-04-01,2.2333333333333333
2017-07-01,2.0900000000000000
2017-10-01,1.9000000000000000
2018-01-01,1.7100000000000000
2018-04-01,1.8566666666666667
2018-07-01,1.8866666666666667
2018-10-01,2.1066666666666667
2019-01-01,2.3166666666666667
2019-04-01,2.2633333333333333
2019-07-01,2.2233333333333333
2019-10-01,2.1200000000000000
2020-01-01,2.5133333333333333
2020-04-01,3.2200000000000000
2020-07-01,2.6633333333333333
2020-10-01,2.4366666666666667
2021-01-01,2.1500000000000000
2021-04-01,1.9633333333333333
2021-07-01,1.9133333333333333
2021-10-01,1.7766666666666667
2022-01-01,2.0066666666666667
2022-04-01,2.0866666666666667
2022-07-01,2.2433333333333333
2022-10-01,2.1433333333333333
2023-01-01,1.9533333333333333
2023-04-01,2.0900000000000000
