DATE,PCEPI
2002-07-01,80.9646666666666667
2002-10-01,81.3420000000000000
2003-01-01,81.9640000000000000
2003-04-01,82.0466666666666667
2003-07-01,82.5866666666666667
2003-10-01,82.9930000000000000
2004-01-01,83.6326666666666667
2004-04-01,84.1956666666666667
2004-07-01,84.6096666666666667
2004-10-01,85.3330000000000000
2005-01-01,85.8293333333333333
2005-04-01,86.3713333333333333
2005-07-01,87.3036666666666667
2005-10-01,87.9990000000000000
2006-01-01,88.4563333333333333
2006-04-01,89.2323333333333333
2006-07-01,89.8746666666666667
2006-10-01,89.7260000000000000
2007-01-01,90.5463333333333333
2007-04-01,91.3150000000000000
2007-07-01,91.8313333333333333
2007-10-01,92.7650000000000000
2008-01-01,93.5196666666666667
2008-04-01,94.4306666666666667
2008-07-01,95.4380000000000000
2008-10-01,93.9143333333333333
2009-01-01,93.2796666666666667
2009-04-01,93.6506666666666667
2009-07-01,94.2960000000000000
2009-10-01,95.0236666666666667
2010-01-01,95.3910000000000000
2010-04-01,95.5386666666666667
2010-07-01,95.7230000000000000
2010-10-01,96.3356666666666667
2011-01-01,97.1453333333333333
2011-04-01,98.1000000000000000
2011-07-01,98.5533333333333333
2011-10-01,98.8790000000000000
2012-01-01,99.5343333333333333
2012-04-01,99.7746666666666667
2012-07-01,100.0646666666666667
2012-10-01,100.6263333333333333
2013-01-01,100.9886666666666667
2013-04-01,101.0606666666666667
2013-07-01,101.4713333333333333
2013-10-01,101.8956666666666667
2014-01-01,102.3863333333333333
2014-04-01,102.8986666666666667
2014-07-01,103.1900000000000000
2014-10-01,103.0716666666666667
2015-01-01,102.6433333333333333
2015-04-01,103.1406666666666667
2015-07-01,103.3906666666666667
2015-10-01,103.2880000000000000
2016-01-01,103.3430000000000000
2016-04-01,103.9916666666666667
2016-07-01,104.3823333333333333
2016-10-01,104.8763333333333333
2017-01-01,105.4966666666666667
2017-04-01,105.7576666666666667
2017-07-01,106.1420000000000000
2017-10-01,106.8176666666666667
2018-01-01,107.5880000000000000
2018-04-01,108.1660000000000000
2018-07-01,108.5523333333333333
2018-10-01,108.9613333333333333
2019-01-01,109.1886666666666667
2019-04-01,109.8570000000000000
2019-07-01,110.1443333333333333
2019-10-01,110.5426666666666667
2020-01-01,110.9460000000000000
2020-04-01,110.4453333333333333
2020-07-01,111.3653333333333333
2020-10-01,111.8213333333333333
2021-01-01,113.0586666666666667
2021-04-01,114.8383333333333333
2021-07-01,116.4126666666666667
2021-10-01,118.1733333333333333
2022-01-01,120.3226666666666667
2022-04-01,122.4583333333333333
2022-07-01,123.7596666666666667
2022-10-01,124.9020000000000000
2023-01-01,126.1663333333333333
2023-04-01,126.9883333333333333
