dates,GDPC1,CPIAUCSL,FEDFUNDS,M2,BAA10YM,PCEPILFE,PCEPI,UNRATE
1959-01-01,3123.978,28.9933333333333,2.57,287.833333333333,0.88,16.7026666666667,16.0556666666667,5.83333333333333
1959-04-01,3194.429,29.0433333333333,3.08333333333333,292.133333333333,0.696666666666667,16.7923333333333,16.1213333333333,5.1
1959-07-01,3196.683,29.1933333333333,3.57666666666667,296.1,0.613333333333333,16.9043333333333,16.2186666666667,5.26666666666667
1959-10-01,3205.79,29.37,3.99,297.133333333333,0.69,17.0013333333333,16.307,5.6
1960-01-01,3277.847,29.3966666666667,3.93333333333333,298.633333333333,0.823333333333333,17.055,16.3283333333333,5.13333333333333
1960-04-01,3260.177,29.5733333333333,3.69666666666667,301.1,0.986666666666667,17.1196666666667,16.4136666666667,5.23333333333333
1960-07-01,3276.133,29.59,2.93666666666667,306.466666666667,1.27,17.187,16.475,5.53333333333333
1960-10-01,3234.087,29.78,2.29666666666667,310.933333333333,1.21,17.243,16.548,6.26666666666667
1961-01-01,3255.914,29.84,2.00333333333333,316.3,1.27666666666667,17.2723333333333,16.5786666666667,6.8
1961-04-01,3311.181,29.83,1.73333333333333,322.133333333333,1.22666666666667,17.3293333333333,16.5766666666667,7
1961-07-01,3374.742,29.9466666666667,1.68333333333333,327.566666666667,1.12666666666667,17.4046666666667,16.6366666666667,6.76666666666667
1961-10-01,3440.924,29.99,2.4,333.333333333333,1.14,17.447,16.6543333333333,6.2
