DATE,T10YFFM
2002-01-01,3.3433333333333333
2002-04-01,3.3500000000000000
2002-07-01,2.5200000000000000
2002-10-01,2.5633333333333333
2003-01-01,2.6700000000000000
2003-04-01,2.3733333333333333
2003-07-01,3.2166666666666667
2003-10-01,3.2900000000000000
2004-01-01,3.0166666666666667
2004-04-01,3.5900000000000000
2004-07-01,2.8700000000000000
2004-10-01,2.2233333333333333
2005-01-01,1.8266666666666667
2005-04-01,1.21666666666666666667
2005-07-01,0.75333333333333333333
2005-10-01,0.51000000000000000000
2006-01-01,0.11333333333333333333
2006-04-01,0.16333333333333333333
2006-07-01,-0.35000000000000000000
2006-10-01,-0.61666666666666666667
2007-01-01,-0.57666666666666666667
2007-04-01,-0.40333333333333333333
2007-07-01,-0.34333333333333333333
2007-10-01,-0.23666666666666666667
2008-01-01,0.48666666666666666667
2008-04-01,1.8000000000000000
2008-07-01,1.9233333333333333
2008-10-01,2.7466666666666667
2009-01-01,2.5533333333333333
2009-04-01,3.1333333333333333
2009-07-01,3.3600000000000000
2009-10-01,3.3400000000000000
2010-01-01,3.5833333333333333
2010-04-01,3.2966666666666667
2010-07-01,2.6000000000000000
2010-10-01,2.6766666666666667
2011-01-01,3.3033333333333333
2011-04-01,3.1166666666666667
2011-07-01,2.3433333333333333
2011-10-01,1.9733333333333333
2012-01-01,1.9333333333333333
2012-04-01,1.6700000000000000
2012-07-01,1.5000000000000000
2012-10-01,1.5466666666666667
2013-01-01,1.8066666666666667
2013-04-01,1.8800000000000000
2013-07-01,2.6266666666666667
2013-10-01,2.6600000000000000
2014-01-01,2.6900000000000000
2014-04-01,2.5300000000000000
2014-07-01,2.4066666666666667
2014-10-01,2.1800000000000000
2015-01-01,1.8566666666666667
2015-04-01,2.0433333333333333
2015-07-01,2.0833333333333333
2015-10-01,2.0300000000000000
2016-01-01,1.5600000000000000
2016-04-01,1.3800000000000000
2016-07-01,1.16666666666666666667
2016-10-01,1.6800000000000000
2017-01-01,1.7433333333333333
2017-04-01,1.31333333333333333333
2017-07-01,1.09000000000000000000
2017-10-01,1.16666666666666666667
2018-01-01,1.31333333333333333333
2018-04-01,1.18333333333333333333
2018-07-01,1.00333333333333333333
2018-10-01,0.81333333333333333333
2019-01-01,0.25333333333333333333
2019-04-01,-0.06333333333333333333
2019-07-01,-0.39333333333333333333
2019-10-01,0.15000000000000000000
2020-01-01,0.12333333333333333333
2020-04-01,0.62666666666666666667
2020-07-01,0.56000000000000000000
2020-10-01,0.77333333333333333333
2021-01-01,1.23666666666666666667
2021-04-01,1.5200000000000000
2021-07-01,1.23333333333333333333
2021-10-01,1.4533333333333333
2022-01-01,1.8200000000000000
2022-04-01,2.1700000000000000
2022-07-01,0.92000000000000000000
2022-10-01,0.19000000000000000000
2023-01-01,-0.87000000000000000000
2023-04-01,-1.3933333333333333
2023-07-01,-1.11000000000000000000
2023-10-01,-0.89000000000000000000
2024-01-01,-1.17000000000000000000
2024-04-01,.
